"Origin","Destination","Transport","TimeHours","CostUSD","LastUpdated","Note"
"Male","Canberra","plane","12.46","606.46","2026-06-24","Estimated from geodesic distance model"
"Male","Canberra","plane","12.46","606.46","2026-06-24","Estimated from geodesic distance model"
"Male","Lima","plane","26.98","1075.97","2026-06-24","Estimated from geodesic distance model"
"Male","Lima","plane","26.98","1075.97","2026-06-24","Estimated from geodesic distance model"
"Male","London","plane","11.99","581.07","2026-06-24","Estimated from geodesic distance model"
"Male","London","plane","11.99","581.07","2026-06-24","Estimated from geodesic distance model"
"Male","Male","boat","1.02","24.23","2026-06-24","Estimated from geodesic distance model"
"Male","New Delhi","plane","4.29","222.58","2026-06-24","Estimated from geodesic distance model"
"Male","Pretoria","plane","9.69","409.31","2026-06-24","Estimated from geodesic distance model"
"Male","Pretoria","plane","9.69","409.31","2026-06-24","Estimated from geodesic distance model"
"Male","Singapore","plane","4.77","270.95","2026-06-24","Estimated from geodesic distance model"
"Male","Singapore","plane","4.77","270.95","2026-06-24","Estimated from geodesic distance model"
"Male","Washington DC","plane","24.39","936.64","2026-06-24","Estimated from geodesic distance model"
"Male","Washington DC","plane","24.39","936.64","2026-06-24","Estimated from geodesic distance model"
"Mamoudzou","Moroni","boat","6.19","35.08","2026-06-24","Estimated from geodesic distance model"
"Managua","Canberra","plane","23.56","897.37","2026-06-24","Estimated from geodesic distance model"
"Managua","Lima","plane","4.25","243.1","2026-06-24","Estimated from geodesic distance model"
"Managua","London","plane","12.31","597.38","2026-06-24","Estimated from geodesic distance model"
"Managua","Pretoria","plane","24.42","825.78","2026-06-24","Estimated from geodesic distance model"
"Managua","San Jose","plane","1.34","79.12","2026-06-24","Estimated from geodesic distance model"
"Managua","Singapore","plane","29.24","1188.75","2026-06-24","Estimated from geodesic distance model"
"Managua","Tegucigalpa","plane","1.24","74.29","2026-06-24","Estimated from geodesic distance model"
"Managua","Washington DC","plane","4.7","242.57","2026-06-24","Estimated from geodesic distance model"
"Manama","Abu Dhabi","plane","1.48","86.04","2026-06-24","Estimated from geodesic distance model"
"Manama","Canberra","plane","19.72","774.78","2026-06-24","Estimated from geodesic distance model"
"Manama","Lima","plane","26.45","918.71","2026-06-24","Estimated from geodesic distance model"
"Manama","London","plane","8.46","351.08","2026-06-24","Estimated from geodesic distance model"
"Manama","Pretoria","plane","9.65","452.97","2026-06-24","Estimated from geodesic distance model"
"Manama","Pretoria","plane","9.65","452.97","2026-06-24","Estimated from geodesic distance model"
"Manama","Riyadh","bus","6.52","20.08","2026-06-24","Estimated from geodesic distance model"
"Manama","Washington DC","plane","18.24","701.24","2026-06-24","Estimated from geodesic distance model"
"Manila","Bandar Seri Begawan","plane","2.42","131.32","2026-06-24","Estimated from geodesic distance model"
"Manila","Beijing","plane","4.26","220.36","2026-06-24","Estimated from geodesic distance model"
"Manila","Canberra","plane","9.5","446.96","2026-06-24","Estimated from geodesic distance model"
"Manila","Hanoi","plane","3.1","164.96","2026-06-24","Estimated from geodesic distance model"
"Manila","Seoul","plane","3.91","224.78","2026-06-24","Estimated from geodesic distance model"
"Manila","Tokyo","plane","4.5","232.38","2026-06-24","Estimated from geodesic distance model"
"Manila","Tokyo","plane","4.5","232.38","2026-06-24","Estimated from geodesic distance model"
"Maputo","Harare","plane","1.94","118.79","2026-06-24","Estimated from geodesic distance model"
"Maputo","Lilongwe","plane","2.55","138.06","2026-06-24","Estimated from geodesic distance model"
"Maputo","Lusaka","plane","2.45","133.18","2026-06-24","Estimated from geodesic distance model"
"Maputo","Mbabane","plane","1.07","65.51","2026-06-24","Estimated from geodesic distance model"
"Maputo","Pretoria","plane","1.37","87.94","2026-06-24","Estimated from geodesic distance model"
"Maseru","Canberra","plane","16.87","711.92","2026-06-24","Estimated from geodesic distance model"
"Maseru","Lima","plane","17.15","725.09","2026-06-24","Estimated from geodesic distance model"
"Maseru","London","plane","15.73","647.34","2026-06-24","Estimated from geodesic distance model"
"Maseru","Pretoria","train","4.23","30.95","2026-06-24","Estimated from geodesic distance model"
"Maseru","Pretoria","plane","1.44","84.18","2026-06-24","Estimated from geodesic distance model"
"Maseru","Pretoria","bus","6.53","18.26","2026-06-24","Estimated from geodesic distance model"
"Maseru","Singapore","plane","12.86","564.38","2026-06-24","Estimated from geodesic distance model"
"Maseru","Washington DC","plane","23.78","890.65","2026-06-24","Estimated from geodesic distance model"
"Muscat","Abu Dhabi","plane","1.4","81.73","2026-06-24","Estimated from geodesic distance model"
"Muscat","New Delhi","plane","3.16","184.12","2026-06-24","Estimated from geodesic distance model"
"Muscat","Riyadh","plane","2.38","129.41","2026-06-24","Estimated from geodesic distance model"
"Mbabane","Canberra","plane","18.04","688.95","2026-06-24","Estimated from geodesic distance model"
"Mbabane","Lima","plane","18.1","697.62","2026-06-24","Estimated from geodesic distance model"
"Mbabane","Lima","plane","18.1","697.62","2026-06-24","Estimated from geodesic distance model"
"Mbabane","London","plane","16.07","595.81","2026-06-24","Estimated from geodesic distance model"
"Mbabane","Maputo","train","1.88","17.64","2026-06-24","Estimated from geodesic distance model"
"Mbabane","Maputo","bus","2.89","9.84","2026-06-24","Estimated from geodesic distance model"
"Mbabane","Pretoria","bus","5.21","15.32","2026-06-24","Estimated from geodesic distance model"
"Mbabane","Pretoria","bus","5.21","15.32","2026-06-24","Estimated from geodesic distance model"
"Mbabane","Washington DC","plane","23.3","876.4","2026-06-24","Estimated from geodesic distance model"
"Mexico","Belmopan","plane","2.36","129.01","2026-06-24","Estimated from geodesic distance model"
"Mexico","Guatemala","plane","2.07","125.4","2026-06-24","Estimated from geodesic distance model"
"Mexico","Guatemala","plane","2.07","125.4","2026-06-24","Estimated from geodesic distance model"
"Mexico","Washington DC","truck","49.84","101.31","2026-06-24","Estimated from geodesic distance model"
"Mexico","Washington DC","plane","4.35","248.37","2026-06-24","Estimated from geodesic distance model"
"Minsk","Kyiv","train","4.69","30.44","2026-06-24","Estimated from geodesic distance model"
"Minsk","Moscow","train","6.95","44.65","2026-06-24","Estimated from geodesic distance model"
"Minsk","Vilnius","bus","3.07","11.2","2026-06-24","Estimated from geodesic distance model"
"Minsk","Warsaw","bus","7.32","22.14","2026-06-24","Estimated from geodesic distance model"
"Mogadishu","Addis Ababa","plane","2.26","123.85","2026-06-24","Estimated from geodesic distance model"
"Mogadishu","Djibouti","plane","2.17","119.18","2026-06-24","Estimated from geodesic distance model"
"Monrovia","Conakry","plane","1.53","88.24","2026-06-24","Estimated from geodesic distance model"
"Monrovia","Freetown","plane","1.3","84.06","2026-06-24","Estimated from geodesic distance model"
"Montevideo","Brasilia","bus","34.02","82.54","2026-06-24","Estimated from geodesic distance model"
"Montevideo","Buenos Aires","bus","6.12","19.01","2026-06-24","Estimated from geodesic distance model"
"Montevideo","Canberra","plane","17.83","768.8","2026-06-24","Estimated from geodesic distance model"
"Montevideo","Lima","plane","4.82","247.61","2026-06-24","Estimated from geodesic distance model"
"Montevideo","London","plane","18.27","703.06","2026-06-24","Estimated from geodesic distance model"
"Montevideo","Pretoria","plane","12.05","524.64","2026-06-24","Estimated from geodesic distance model"
"Montevideo","Singapore","plane","27.65","983.64","2026-06-24","Estimated from geodesic distance model"
"Montevideo","Washington DC","plane","11.85","574.05","2026-06-24","Estimated from geodesic distance model"
"Moroni","Antananarivo","plane","1.99","110.19","2026-06-24","Estimated from geodesic distance model"
"Moroni","Mamoudzou","boat","6.28","35.54","2026-06-24","Estimated from geodesic distance model"
"Moscow","Astana","plane","3.69","193.49","2026-06-24","Estimated from geodesic distance model"
"Moscow","Helsinki","train","8.64","52.78","2026-06-24","Estimated from geodesic distance model"
"Moscow","Kyiv","train","7.4","46.59","2026-06-24","Estimated from geodesic distance model"
"Moscow","Minsk","train","6.91","44.43","2026-06-24","Estimated from geodesic distance model"
"Moscow","Tallinn","train","8.27","50.87","2026-06-24","Estimated from geodesic distance model"
"Moscow","Tashkent","plane","4.27","221.32","2026-06-24","Estimated from geodesic distance model"
"N'Djamena","Abuja","bus","13.14","37.18","2026-06-24","Estimated from geodesic distance model"
"N'Djamena","Bangui","plane","1.97","120.09","2026-06-24","Estimated from geodesic distance model"
"N'Djamena","Canberra","plane","26.69","934.14","2026-06-24","Estimated from geodesic distance model"
"N'Djamena","Khartoum","plane","3.15","184.06","2026-06-24","Estimated from geodesic distance model"
"N'Djamena","Lima","plane","17.52","667.39","2026-06-24","Estimated from geodesic distance model"
"N'Djamena","London","plane","6.09","341.44","2026-06-24","Estimated from geodesic distance model"
"N'Djamena","Niamey","bus","20.93","51.87","2026-06-24","Estimated from geodesic distance model"
"N'Djamena","Pretoria","plane","6.22","315.9","2026-06-24","Estimated from geodesic distance model"
"N'Djamena","Singapore","plane","16.63","625.42","2026-06-24","Estimated from geodesic distance model"
"N'Djamena","Washington DC","plane","16.19","602.17","2026-06-24","Estimated from geodesic distance model"
"N'Djamena","Yaounde","bus","14.78","41.39","2026-06-24","Estimated from geodesic distance model"
"Nairobi","Dodoma","plane","1.49","94.38","2026-06-24","Estimated from geodesic distance model"
"Nairobi","Kampala","bus","7.94","23.76","2026-06-24","Estimated from geodesic distance model"
"Nairobi","Kigali","plane","1.76","108.86","2026-06-24","Estimated from geodesic distance model"
"Nassau","Algiers","plane","11.66","505.44","2026-06-24","Estimated from geodesic distance model"
"Nassau","Canberra","plane","26.41","1032.33","2026-06-24","Estimated from geodesic distance model"
"Nassau","Havana","plane","1.49","94.43","2026-06-24","Estimated from geodesic distance model"
"Nassau","Lima","plane","5.66","318.73","2026-06-24","Estimated from geodesic distance model"
"Nassau","London","plane","10.2","485.36","2026-06-24","Estimated from geodesic distance model"
"Nassau","Port-au-Prince","plane","1.87","115.01","2026-06-24","Estimated from geodesic distance model"
"Nassau","Pretoria","plane","19.21","837.78","2026-06-24","Estimated from geodesic distance model"
"Nassau","Santo Domingo","plane","2.12","128.56","2026-06-24","Estimated from geodesic distance model"
"Nassau","Singapore","plane","28.14","1127.91","2026-06-24","Estimated from geodesic distance model"
"Nassau","Washington DC","plane","2.67","158.12","2026-06-24","Estimated from geodesic distance model"
"New Delhi","Beijing","plane","5.14","290.5","2026-06-24","Estimated from geodesic distance model"
"New Delhi","Canberra","plane","17.16","651.6","2026-06-24","Estimated from geodesic distance model"
"New Delhi","Dhaka","plane","2.58","138.73","2026-06-24","Estimated from geodesic distance model"
"New Delhi","Islamabad","plane","1.76","99.36","2026-06-24","Estimated from geodesic distance model"
"New Delhi","Islamabad","plane","1.76","99.36","2026-06-24","Estimated from geodesic distance model"
"New Delhi","Kathmandu","plane","1.86","103.89","2026-06-24","Estimated from geodesic distance model"
"New Delhi","Lima","plane","28.45","1027.05","2026-06-24","Estimated from geodesic distance model"
"New Delhi","London","plane","10.5","449.55","2026-06-24","Estimated from geodesic distance model"
"New Delhi","Male","plane","4.27","221.23","2026-06-24","Estimated from geodesic distance model"
"New Delhi","Muscat","plane","3.12","181.99","2026-06-24","Estimated from geodesic distance model"
"New Delhi","Pretoria","plane","11.59","557.77","2026-06-24","Estimated from geodesic distance model"
"New Delhi","Singapore","plane","5.9","300.19","2026-06-24","Estimated from geodesic distance model"
"New Delhi","Thimphu","bus","18.55","46.33","2026-06-24","Estimated from geodesic distance model"
"New Delhi","Thimphu","plane","2.27","136.17","2026-06-24","Estimated from geodesic distance model"
"New Delhi","Washington DC","plane","19.12","746.97","2026-06-24","Estimated from geodesic distance model"
"Niamey","N'Djamena","bus","21.26","52.73","2026-06-24","Estimated from geodesic distance model"
"Niamey","Ouagadougou","plane","1.35","87.16","2026-06-24","Estimated from geodesic distance model"
"Nicosia","Ankara","train","5.66","34.82","2026-06-24","Estimated from geodesic distance model"
"Noumea","Canberra","plane","3.5","202.69","2026-06-24","Estimated from geodesic distance model"
"Noumea","Canberra","plane","3.5","202.69","2026-06-24","Estimated from geodesic distance model"
"Noumea","Lima","plane","18.78","812.33","2026-06-24","Estimated from geodesic distance model"
"Noumea","Lima","plane","18.78","812.33","2026-06-24","Estimated from geodesic distance model"
"Noumea","London","plane","29.01","1045.92","2026-06-24","Estimated from geodesic distance model"
"Noumea","London","plane","29.01","1045.92","2026-06-24","Estimated from geodesic distance model"
"Noumea","Pretoria","plane","23.12","864.14","2026-06-24","Estimated from geodesic distance model"
"Noumea","Pretoria","plane","23.12","864.14","2026-06-24","Estimated from geodesic distance model"
"Noumea","Singapore","plane","10.88","518.59","2026-06-24","Estimated from geodesic distance model"
"Noumea","Singapore","plane","10.88","518.59","2026-06-24","Estimated from geodesic distance model"
"Noumea","Washington DC","plane","24.62","844.63","2026-06-24","Estimated from geodesic distance model"
"Noumea","Washington DC","plane","24.62","844.63","2026-06-24","Estimated from geodesic distance model"
"Nuku'alofa","Canberra","plane","5.67","289.65","2026-06-24","Estimated from geodesic distance model"
"Nuku'alofa","Lima","plane","17.52","664.95","2026-06-24","Estimated from geodesic distance model"
"Nuku'alofa","Pretoria","plane","25.4","880.03","2026-06-24","Estimated from geodesic distance model"
"Nuku'alofa","Pretoria","plane","25.4","880.03","2026-06-24","Estimated from geodesic distance model"
"Nuku'alofa","Singapore","plane","16.52","614.19","2026-06-24","Estimated from geodesic distance model"
"Nuku'alofa","Suva","plane","1.82","111.92","2026-06-24","Estimated from geodesic distance model"
"Nuku'alofa","Washington DC","plane","19.72","771.89","2026-06-24","Estimated from geodesic distance model"
"Nuuk","Canberra","plane","28.91","1041.15","2026-06-24","Estimated from geodesic distance model"
"Nuuk","Lima","plane","13.06","573.69","2026-06-24","Estimated from geodesic distance model"
"Nuuk","London","plane","4.74","243.67","2026-06-24","Estimated from geodesic distance model"
"Nuuk","Pretoria","plane","19.43","760.39","2026-06-24","Estimated from geodesic distance model"
"Nuuk","Reykjavik","plane","2.67","143.55","2026-06-24","Estimated from geodesic distance model"
"Nuuk","Washington DC","plane","4.65","264.55","2026-06-24","Estimated from geodesic distance model"
"Oranjestad","Canberra","plane","27.08","956.7","2026-06-24","Estimated from geodesic distance model"
"Oranjestad","Lima","plane","4.08","233.37","2026-06-24","Estimated from geodesic distance model"
"Oranjestad","London","plane","11.65","505.12","2026-06-24","Estimated from geodesic distance model"
"Oranjestad","Luanda","plane","15.46","638.48","2026-06-24","Estimated from geodesic distance model"
"Oranjestad","Pretoria","plane","18.35","710.08","2026-06-24","Estimated from geodesic distance model"
"Oranjestad","Singapore","plane","30.13","1110.69","2026-06-24","Estimated from geodesic distance model"
"Oranjestad","Washington DC","plane","4.25","242.75","2026-06-24","Estimated from geodesic distance model"
"Oslo","Canberra","plane","27.75","990.35","2026-06-24","Estimated from geodesic distance model"
"Oslo","Helsinki","plane","1.92","107.73","2026-06-24","Estimated from geodesic distance model"
"Oslo","Lima","plane","18.66","718.67","2026-06-24","Estimated from geodesic distance model"
"Oslo","London","plane","2.22","133.8","2026-06-24","Estimated from geodesic distance model"
"Oslo","Pretoria","plane","16.22","671.04","2026-06-24","Estimated from geodesic distance model"
"Oslo","Singapore","plane","16.83","635.63","2026-06-24","Estimated from geodesic distance model"
"Oslo","Stockholm","train","4.46","29.24","2026-06-24","Estimated from geodesic distance model"
"Oslo","Washington DC","plane","9.47","444.77","2026-06-24","Estimated from geodesic distance model"
"Ottawa","Canberra","plane","28.15","1007.37","2026-06-24","Estimated from geodesic distance model"
"Ottawa","Lima","plane","9.52","448.82","2026-06-24","Estimated from geodesic distance model"
"Ottawa","London","plane","8.85","369.5","2026-06-24","Estimated from geodesic distance model"
"Ottawa","Pretoria","plane","23.92","808.79","2026-06-24","Estimated from geodesic distance model"
"Ottawa","Saint-Pierre","plane","2.75","147.49","2026-06-24","Estimated from geodesic distance model"
"Ottawa","Singapore","plane","25.53","987.27","2026-06-24","Estimated from geodesic distance model"
"Ottawa","Washington DC","bus","11.53","30.02","2026-06-24","Estimated from geodesic distance model"
"Ottawa","Washington DC","plane","1.85","104.05","2026-06-24","Estimated from geodesic distance model"
"Ottawa","Washington DC","train","7.32","46.35","2026-06-24","Estimated from geodesic distance model"
"Ottawa","Washington DC","plane","1.85","104.05","2026-06-24","Estimated from geodesic distance model"
"Ottawa","Washington DC","bus","11.53","30.02","2026-06-24","Estimated from geodesic distance model"
"Ouagadougou","Accra","plane","1.73","107.3","2026-06-24","Estimated from geodesic distance model"
"Ouagadougou","Bamako","plane","1.76","99.43","2026-06-24","Estimated from geodesic distance model"
"Ouagadougou","Lima","plane","12.99","570.77","2026-06-24","Estimated from geodesic distance model"
"Ouagadougou","Lome","plane","1.8","100.8","2026-06-24","Estimated from geodesic distance model"
"Ouagadougou","London","plane","5.84","328.2","2026-06-24","Estimated from geodesic distance model"
"Ouagadougou","Niamey","plane","1.33","85.81","2026-06-24","Estimated from geodesic distance model"
"Ouagadougou","Porto-Novo","bus","12.66","32.72","2026-06-24","Estimated from geodesic distance model"
"Ouagadougou","Washington DC","plane","11.54","554.92","2026-06-24","Estimated from geodesic distance model"
"Ouagadougou","Yamoussoukro","bus","11.61","30.25","2026-06-24","Estimated from geodesic distance model"
"Pyongyang","Beijing","train","8.27","46.37","2026-06-24","Estimated from geodesic distance model"
"Pyongyang","Canberra","plane","12.71","557.09","2026-06-24","Estimated from geodesic distance model"
"Pyongyang","Canberra","plane","12.71","557.09","2026-06-24","Estimated from geodesic distance model"
"Pyongyang","Lima","plane","28.12","1008.33","2026-06-24","Estimated from geodesic distance model"
"Pyongyang","Lima","plane","28.12","1008.33","2026-06-24","Estimated from geodesic distance model"
"Pyongyang","London","plane","12.96","569.08","2026-06-24","Estimated from geodesic distance model"
"Pyongyang","London","plane","12.96","569.08","2026-06-24","Estimated from geodesic distance model"
"Pyongyang","Pretoria","plane","19.31","838.44","2026-06-24","Estimated from geodesic distance model"
"Pyongyang","Pretoria","plane","19.31","838.44","2026-06-24","Estimated from geodesic distance model"
"Pyongyang","Singapore","plane","6.68","338.69","2026-06-24","Estimated from geodesic distance model"
"Pyongyang","Tokyo","plane","2.36","141.09","2026-06-24","Estimated from geodesic distance model"
"Pyongyang","Washington DC","plane","18.11","696.71","2026-06-24","Estimated from geodesic distance model"
"Pyongyang","Washington DC","plane","18.11","696.71","2026-06-24","Estimated from geodesic distance model"
"Pago Pago","Apia","plane","1.1","67.68","2026-06-24","Estimated from geodesic distance model"
"Palikir","Manila","plane","5.8","295.34","2026-06-24","Estimated from geodesic distance model"
"Panama","Bogota","plane","1.8","111.25","2026-06-24","Estimated from geodesic distance model"
"Panama","Bogota","plane","1.8","111.25","2026-06-24","Estimated from geodesic distance model"
"Panama","Canberra","plane","25.15","963.08","2026-06-24","Estimated from geodesic distance model"
"Panama","Guatemala","plane","2.53","136.41","2026-06-24","Estimated from geodesic distance model"
"Panama","Lima","plane","3.72","194.57","2026-06-24","Estimated from geodesic distance model"
"Panama","London","plane","12.98","569.11","2026-06-24","Estimated from geodesic distance model"
"Panama","Pretoria","plane","18.75","812.7","2026-06-24","Estimated from geodesic distance model"
"Panama","San Jose","bus","8.32","22.52","2026-06-24","Estimated from geodesic distance model"
"Panama","San Jose","bus","8.32","22.52","2026-06-24","Estimated from geodesic distance model"
"Panama","San Jose","plane","1.46","93.04","2026-06-24","Estimated from geodesic distance model"
"Panama","Singapore","plane","30.04","1231.52","2026-06-24","Estimated from geodesic distance model"
"Panama","Washington DC","plane","4.6","261.78","2026-06-24","Estimated from geodesic distance model"
"Papeete","Canberra","plane","9.65","453.69","2026-06-24","Estimated from geodesic distance model"
"Papeete","Lima","plane","11.84","514.72","2026-06-24","Estimated from geodesic distance model"
"Papeete","London","plane","26.62","940.36","2026-06-24","Estimated from geodesic distance model"
"Papeete","Pretoria","plane","25.2","982.29","2026-06-24","Estimated from geodesic distance model"
"Papeete","Singapore","plane","19.03","741.25","2026-06-24","Estimated from geodesic distance model"
"Papeete","Washington DC","plane","15.76","655.07","2026-06-24","Estimated from geodesic distance model"
"Paramaribo","Canberra","plane","28.2","1006.29","2026-06-24","Estimated from geodesic distance model"
"Paramaribo","Cayenne","bus","5.53","15.96","2026-06-24","Estimated from geodesic distance model"
"Paramaribo","Lima","plane","4.46","254.16","2026-06-24","Estimated from geodesic distance model"
"Paramaribo","Lisbon","plane","9.43","397.77","2026-06-24","Estimated from geodesic distance model"
"Paramaribo","London","plane","11.23","484.39","2026-06-24","Estimated from geodesic distance model"
"Paramaribo","Pretoria","plane","16.51","618.28","2026-06-24","Estimated from geodesic distance model"
"Paramaribo","Singapore","plane","29.72","1085.46","2026-06-24","Estimated from geodesic distance model"
"Paramaribo","Washington DC","plane","5.81","326.56","2026-06-24","Estimated from geodesic distance model"
"Paris","Andorra la Vella","train","7.35","42.45","2026-06-24","Estimated from geodesic distance model"
"Paris","Berlin","train","8.94","49.48","2026-06-24","Estimated from geodesic distance model"
"Paris","Bern","train","4.89","31.68","2026-06-24","Estimated from geodesic distance model"
"Paris","Brussels","train","3.1","23.28","2026-06-24","Estimated from geodesic distance model"
"Paris","Canberra","plane","28.06","1121.65","2026-06-24","Estimated from geodesic distance model"
"Paris","Lima","plane","17.26","654.49","2026-06-24","Estimated from geodesic distance model"
"Paris","London","train","3.77","28.81","2026-06-24","Estimated from geodesic distance model"
"Paris","London","plane","1.26","82.17","2026-06-24","Estimated from geodesic distance model"
"Paris","Luxembourg","train","3.12","25.28","2026-06-24","Estimated from geodesic distance model"
"Paris","Madrid","train","10.83","58.26","2026-06-24","Estimated from geodesic distance model"
"Paris","Pretoria","plane","12.21","592.69","2026-06-24","Estimated from geodesic distance model"
"Paris","Rome","train","11.3","60.33","2026-06-24","Estimated from geodesic distance model"
"Paris","Singapore","plane","17.55","671.17","2026-06-24","Estimated from geodesic distance model"
"Paris","Sofia","plane","2.96","173.47","2026-06-24","Estimated from geodesic distance model"
"Paris","St. Peter Port","boat","9.35","38.94","2026-06-24","Estimated from geodesic distance model"
"Paris","Washington DC","plane","9.3","436.66","2026-06-24","Estimated from geodesic distance model"
"Phnom Penh","Bangkok","plane","1.55","88.99","2026-06-24","Estimated from geodesic distance model"
"Phnom Penh","Beijing","plane","4.86","249.38","2026-06-24","Estimated from geodesic distance model"
"Phnom Penh","Canberra","plane","10.52","499.4","2026-06-24","Estimated from geodesic distance model"
"Phnom Penh","Hanoi","train","10.9","58.52","2026-06-24","Estimated from geodesic distance model"
"Phnom Penh","Hanoi","plane","2.14","129.85","2026-06-24","Estimated from geodesic distance model"
"Phnom Penh","Lima","plane","32.27","1210.59","2026-06-24","Estimated from geodesic distance model"
"Phnom Penh","London","plane","16.12","673.02","2026-06-24","Estimated from geodesic distance model"
"Phnom Penh","Pretoria","plane","15.3","628.31","2026-06-24","Estimated from geodesic distance model"
"Phnom Penh","Singapore","plane","2.25","122.8","2026-06-24","Estimated from geodesic distance model"
"Phnom Penh","Vientiane","plane","1.81","101.26","2026-06-24","Estimated from geodesic distance model"
"Phnom Penh","Washington DC","plane","24.42","938.65","2026-06-24","Estimated from geodesic distance model"
"Port Moresby","Canberra","plane","4.42","228.9","2026-06-24","Estimated from geodesic distance model"
"Port Moresby","Jakarta","bus","65.83","156.8","2026-06-24","Estimated from geodesic distance model"
"Port Moresby","Lima","plane","25.28","973.56","2026-06-24","Estimated from geodesic distance model"
"Port Moresby","London","plane","25.45","884.48","2026-06-24","Estimated from geodesic distance model"
"Port Moresby","Pretoria","plane","19.56","767.81","2026-06-24","Estimated from geodesic distance model"
"Port Moresby","Singapore","plane","6.75","341.59","2026-06-24","Estimated from geodesic distance model"
"Port Moresby","Washington DC","plane","26.47","922.96","2026-06-24","Estimated from geodesic distance model"
"Port-au-Prince","Nassau","plane","1.94","107.79","2026-06-24","Estimated from geodesic distance model"
"Port-au-Prince","Santo Domingo","bus","4.29","14.33","2026-06-24","Estimated from geodesic distance model"
"Port Vila","Canberra","plane","4.19","217.38","2026-06-24","Estimated from geodesic distance model"
"Port Vila","Lima","plane","18.25","791","2026-06-24","Estimated from geodesic distance model"
"Port Vila","London","plane","27.61","987.28","2026-06-24","Estimated from geodesic distance model"
"Port Vila","Pretoria","plane","24.3","829.29","2026-06-24","Estimated from geodesic distance model"
"Port Vila","Singapore","plane","10.57","505.54","2026-06-24","Estimated from geodesic distance model"
"Port Vila","Washington DC","plane","24.45","831.97","2026-06-24","Estimated from geodesic distance model"
"Porto-Novo","Lome","plane","1.07","71.99","2026-06-24","Estimated from geodesic distance model"
"Porto-Novo","Ouagadougou","bus","12.1","34.5","2026-06-24","Estimated from geodesic distance model"
"Prague","Berlin","train","3.07","25.14","2026-06-24","Estimated from geodesic distance model"
"Prague","Berlin","bus","4.78","14.18","2026-06-24","Estimated from geodesic distance model"
"Prague","Bratislava","train","3.23","26.14","2026-06-24","Estimated from geodesic distance model"
"Prague","Bratislava","bus","4.81","15.69","2026-06-24","Estimated from geodesic distance model"
"Prague","Budapest","train","4.95","31.88","2026-06-24","Estimated from geodesic distance model"
"Prague","Canberra","plane","25.96","1026.57","2026-06-24","Estimated from geodesic distance model"
"Prague","Lima","plane","18.84","727.12","2026-06-24","Estimated from geodesic distance model"
"Prague","London","plane","2.18","120.01","2026-06-24","Estimated from geodesic distance model"
"Prague","Pretoria","plane","12.81","561.67","2026-06-24","Estimated from geodesic distance model"
"Prague","Singapore","plane","16.41","682.01","2026-06-24","Estimated from geodesic distance model"
"Prague","Vienna","train","2.94","22.56","2026-06-24","Estimated from geodesic distance model"
"Prague","Vienna","bus","4.31","14.41","2026-06-24","Estimated from geodesic distance model"
"Prague","Warsaw","train","5.17","35.44","2026-06-24","Estimated from geodesic distance model"
"Prague","Washington DC","plane","10.41","493.79","2026-06-24","Estimated from geodesic distance model"
"Praia","Canberra","plane","29.04","1172.19","2026-06-24","Estimated from geodesic distance model"
"Praia","Lima","plane","10.16","434.14","2026-06-24","Estimated from geodesic distance model"
"Praia","London","plane","6.27","317.86","2026-06-24","Estimated from geodesic distance model"
"Praia","Pretoria","plane","10.58","504.28","2026-06-24","Estimated from geodesic distance model"
"Praia","Singapore","plane","23.88","909.85","2026-06-24","Estimated from geodesic distance model"
"Praia","Washington DC","plane","9.72","410.64","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Abu Dhabi","plane","10.24","435.66","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Amsterdam","plane","12.52","609.28","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Ashgabat","plane","11.38","545.64","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Asmara","plane","6.65","337.39","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Asuncion","plane","12.63","552.76","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Athens","plane","10.7","508.89","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Baghdad","plane","10.4","445.35","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Baku","plane","11.44","496.21","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Bangui","plane","5.27","270.71","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Beijing","plane","18.27","784.88","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Belgrade","plane","11.66","506.85","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Belmopan","plane","23.74","894.94","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Berlin","plane","12.21","593.51","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Bern","plane","12.05","582.28","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Bogota","plane","18.14","776.55","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Bogota","plane","18.14","776.55","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Brasilia","plane","11.74","510.53","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Brasilia","plane","11.74","510.53","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Bridgetown","plane","16.44","691.96","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Brussels","plane","12.77","560.62","2026-06-24","Estimated from geodesic distance model"
